"sample","chromosome","start","end","copy_number","segmented","ploidy","cellularity","absolute_segmented","absolute_copy_number"
"SLX-10722_SLX-11823.D701_D506","8",3500001,4000000,0.88,0.989,2,0.05,1.56,-2.8
"SLX-10722_SLX-11823.D701_D506","8",4000001,4500000,0.877,0.989,2,0.05,1.56,-2.92
"SLX-10722_SLX-11823.D701_D506","8",4500001,5000000,0.966,0.989,2,0.05,1.56,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","8",5000001,5500000,0.959,0.989,2,0.05,1.56,0.359999999999999
"SLX-10722_SLX-11823.D701_D506","8",5500001,6000000,0.925,0.989,2,0.05,1.56,-0.999999999999998
"SLX-10722_SLX-11823.D701_D506","8",6000001,6500000,0.924,0.989,2,0.05,1.56,-1.04
"SLX-10722_SLX-11823.D701_D506","8",6500001,7000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",7000001,7500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",7500001,8000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",8000001,8500000,0.951,0.989,2,0.05,1.56,0.0399999999999983
"SLX-10722_SLX-11823.D701_D506","8",8500001,9000000,1.051,0.989,2,0.05,1.56,4.04
"SLX-10722_SLX-11823.D701_D506","8",9000001,9500000,0.973,0.989,2,0.05,1.56,0.919999999999999
"SLX-10722_SLX-11823.D701_D506","8",9500001,10000000,0.924,0.989,2,0.05,1.56,-1.04
"SLX-10722_SLX-11823.D701_D506","8",10000001,10500000,0.961,0.989,2,0.05,1.56,0.439999999999999
"SLX-10722_SLX-11823.D701_D506","8",10500001,11000000,0.999,0.989,2,0.05,1.56,1.96
"SLX-10722_SLX-11823.D701_D506","8",11000001,11500000,1.021,0.989,2,0.05,1.56,2.84
"SLX-10722_SLX-11823.D701_D506","8",11500001,12000000,0.825,0.989,2,0.05,1.56,-5
"SLX-10722_SLX-11823.D701_D506","8",12000001,12500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",12500001,13000000,0.924,0.989,2,0.05,1.56,-1.04
"SLX-10722_SLX-11823.D701_D506","8",13000001,13500000,0.961,0.989,2,0.05,1.56,0.439999999999999
"SLX-10722_SLX-11823.D701_D506","8",13500001,14000000,0.956,0.989,2,0.05,1.56,0.239999999999998
"SLX-10722_SLX-11823.D701_D506","8",14000001,14500000,0.97,0.989,2,0.05,1.56,0.799999999999999
"SLX-10722_SLX-11823.D701_D506","8",14500001,15000000,0.977,0.989,2,0.05,1.56,1.08
"SLX-10722_SLX-11823.D701_D506","8",15000001,15500000,0.948,0.989,2,0.05,1.56,-0.0800000000000018
"SLX-10722_SLX-11823.D701_D506","8",15500001,16000000,1.007,0.989,2,0.05,1.56,2.28
"SLX-10722_SLX-11823.D701_D506","8",16000001,16500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",16500001,17000000,1.003,0.989,2,0.05,1.56,2.12
"SLX-10722_SLX-11823.D701_D506","8",17000001,17500000,1.019,0.989,2,0.05,1.56,2.76
"SLX-10722_SLX-11823.D701_D506","8",17500001,18000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",18000001,18500000,1.021,0.989,2,0.05,1.56,2.84
"SLX-10722_SLX-11823.D701_D506","8",18500001,19000000,1.099,0.989,2,0.05,1.56,5.96
"SLX-10722_SLX-11823.D701_D506","8",19000001,19500000,1.061,0.989,2,0.05,1.56,4.44
"SLX-10722_SLX-11823.D701_D506","8",19500001,20000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",20000001,20500000,0.985,0.989,2,0.05,1.56,1.4
"SLX-10722_SLX-11823.D701_D506","8",20500001,21000000,0.905,0.989,2,0.05,1.56,-1.8
"SLX-10722_SLX-11823.D701_D506","8",21000001,21500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",21500001,22000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",22000001,22500000,1.042,0.989,2,0.05,1.56,3.68
"SLX-10722_SLX-11823.D701_D506","8",22500001,23000000,1.053,0.989,2,0.05,1.56,4.12
"SLX-10722_SLX-11823.D701_D506","8",23000001,23500000,0.988,0.989,2,0.05,1.56,1.52
"SLX-10722_SLX-11823.D701_D506","8",23500001,24000000,0.994,0.989,2,0.05,1.56,1.76
"SLX-10722_SLX-11823.D701_D506","8",24000001,24500000,1.029,0.989,2,0.05,1.56,3.16
"SLX-10722_SLX-11823.D701_D506","8",24500001,25000000,0.945,0.989,2,0.05,1.56,-0.200000000000002
"SLX-10722_SLX-11823.D701_D506","8",25000001,25500000,1.017,0.989,2,0.05,1.56,2.68
"SLX-10722_SLX-11823.D701_D506","8",25500001,26000000,0.933,0.989,2,0.05,1.56,-0.679999999999998
"SLX-10722_SLX-11823.D701_D506","8",26000001,26500000,1.054,0.989,2,0.05,1.56,4.16
"SLX-10722_SLX-11823.D701_D506","8",26500001,27000000,0.965,0.989,2,0.05,1.56,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","8",27000001,27500000,0.99,0.989,2,0.05,1.56,1.6
"SLX-10722_SLX-11823.D701_D506","8",27500001,28000000,1.031,0.989,2,0.05,1.56,3.24
"SLX-10722_SLX-11823.D701_D506","8",28000001,28500000,1.079,0.989,2,0.05,1.56,5.16
"SLX-10722_SLX-11823.D701_D506","8",28500001,29000000,1.083,0.989,2,0.05,1.56,5.32
"SLX-10722_SLX-11823.D701_D506","8",29000001,29500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",29500001,30000000,1.099,0.989,2,0.05,1.56,5.96
"SLX-10722_SLX-11823.D701_D506","8",30000001,30500000,1.037,0.989,2,0.05,1.56,3.48
"SLX-10722_SLX-11823.D701_D506","8",30500001,31000000,1.085,0.989,2,0.05,1.56,5.4
"SLX-10722_SLX-11823.D701_D506","8",31000001,31500000,0.951,0.989,2,0.05,1.56,0.0399999999999983
"SLX-10722_SLX-11823.D701_D506","8",31500001,32000000,0.934,0.989,2,0.05,1.56,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","8",32000001,32500000,1.018,0.989,2,0.05,1.56,2.72
"SLX-10722_SLX-11823.D701_D506","8",32500001,33000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",33000001,33500000,0.963,0.989,2,0.05,1.56,0.519999999999999
"SLX-10722_SLX-11823.D701_D506","8",33500001,34000000,0.903,0.989,2,0.05,1.56,-1.88
"SLX-10722_SLX-11823.D701_D506","8",34000001,34500000,0.962,0.989,2,0.05,1.56,0.479999999999999
"SLX-10722_SLX-11823.D701_D506","8",34500001,35000000,0.965,0.989,2,0.05,1.56,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","8",35000001,35500000,0.908,0.989,2,0.05,1.56,-1.68
"SLX-10722_SLX-11823.D701_D506","8",35500001,36000000,0.965,0.989,2,0.05,1.56,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","8",36000001,36500000,0.929,0.989,2,0.05,1.56,-0.839999999999998
"SLX-10722_SLX-11823.D701_D506","8",36500001,37000000,1.033,0.989,2,0.05,1.56,3.32
"SLX-10722_SLX-11823.D701_D506","8",37000001,37500000,1.045,0.989,2,0.05,1.56,3.8
"SLX-10722_SLX-11823.D701_D506","8",37500001,38000000,0.999,0.989,2,0.05,1.56,1.96
"SLX-10722_SLX-11823.D701_D506","8",38000001,38500000,1.002,0.989,2,0.05,1.56,2.08
"SLX-10722_SLX-11823.D701_D506","8",38500001,39000000,1.1,0.989,2,0.05,1.56,6
"SLX-10722_SLX-11823.D701_D506","8",39000001,39500000,1.007,0.989,2,0.05,1.56,2.28
"SLX-10722_SLX-11823.D701_D506","8",39500001,40000000,1.025,0.989,2,0.05,1.56,3
"SLX-10722_SLX-11823.D701_D506","8",40000001,40500000,0.935,0.989,2,0.05,1.56,-0.599999999999998
"SLX-10722_SLX-11823.D701_D506","8",40500001,41000000,0.892,0.989,2,0.05,1.56,-2.32
"SLX-10722_SLX-11823.D701_D506","8",41000001,41500000,0.917,0.989,2,0.05,1.56,-1.32
"SLX-10722_SLX-11823.D701_D506","8",41500001,42000000,1.02,0.989,2,0.05,1.56,2.8
"SLX-10722_SLX-11823.D701_D506","8",42000001,42500000,1.052,0.989,2,0.05,1.56,4.08
"SLX-10722_SLX-11823.D701_D506","8",42500001,43000000,1.005,0.989,2,0.05,1.56,2.2
"SLX-10722_SLX-11823.D701_D506","8",43000001,43500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",43500001,44000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",44000001,44500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",44500001,45000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",45000001,45500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",45500001,46000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",46000001,46500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",46500001,47000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",47000001,47500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",47500001,48000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",48000001,48500000,0.948,0.989,2,0.05,1.56,-0.0800000000000018
"SLX-10722_SLX-11823.D701_D506","8",48500001,49000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",49000001,49500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",49500001,50000000,0.997,0.989,2,0.05,1.56,1.88
"SLX-10722_SLX-11823.D701_D506","8",50000001,50500000,0.979,0.989,2,0.05,1.56,1.16
"SLX-10722_SLX-11823.D701_D506","8",50500001,51000000,0.962,0.989,2,0.05,1.56,0.479999999999999
"SLX-10722_SLX-11823.D701_D506","8",51000001,51500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",51500001,52000000,0.984,0.989,2,0.05,1.56,1.36
"SLX-10722_SLX-11823.D701_D506","8",52000001,52500000,0.952,0.989,2,0.05,1.56,0.0799999999999983
"SLX-10722_SLX-11823.D701_D506","8",52500001,53000000,1.048,0.989,2,0.05,1.56,3.92
"SLX-10722_SLX-11823.D701_D506","8",53000001,53500000,0.983,0.989,2,0.05,1.56,1.32
"SLX-10722_SLX-11823.D701_D506","8",53500001,54000000,0.995,0.989,2,0.05,1.56,1.8
"SLX-10722_SLX-11823.D701_D506","8",54000001,54500000,0.916,0.989,2,0.05,1.56,-1.36
"SLX-10722_SLX-11823.D701_D506","8",54500001,55000000,1.033,0.989,2,0.05,1.56,3.32
"SLX-10722_SLX-11823.D701_D506","8",55000001,55500000,0.953,0.989,2,0.05,1.56,0.119999999999998
"SLX-10722_SLX-11823.D701_D506","8",55500001,56000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",56000001,56500000,0.871,0.989,2,0.05,1.56,-3.16
"SLX-10722_SLX-11823.D701_D506","8",56500001,57000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",57000001,57500000,0.941,0.989,2,0.05,1.56,-0.360000000000002
"SLX-10722_SLX-11823.D701_D506","8",57500001,58000000,0.926,0.989,2,0.05,1.56,-0.959999999999998
"SLX-10722_SLX-11823.D701_D506","8",58000001,58500000,0.892,0.989,2,0.05,1.56,-2.32
"SLX-10722_SLX-11823.D701_D506","8",58500001,59000000,0.966,0.989,2,0.05,1.56,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","8",59000001,59500000,0.942,0.989,2,0.05,1.56,-0.320000000000002
"SLX-10722_SLX-11823.D701_D506","8",59500001,60000000,1.046,0.989,2,0.05,1.56,3.84
"SLX-10722_SLX-11823.D701_D506","8",60000001,60500000,1.051,0.989,2,0.05,1.56,4.04
"SLX-10722_SLX-11823.D701_D506","8",60500001,61000000,0.99,0.989,2,0.05,1.56,1.6
"SLX-10722_SLX-11823.D701_D506","8",61000001,61500000,0.963,0.989,2,0.05,1.56,0.519999999999999
"SLX-10722_SLX-11823.D701_D506","8",61500001,62000000,1.057,0.989,2,0.05,1.56,4.28
"SLX-10722_SLX-11823.D701_D506","8",62000001,62500000,0.947,0.989,2,0.05,1.56,-0.120000000000002
"SLX-10722_SLX-11823.D701_D506","8",62500001,63000000,1.045,0.989,2,0.05,1.56,3.8
"SLX-10722_SLX-11823.D701_D506","8",63000001,63500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",63500001,64000000,1.017,0.989,2,0.05,1.56,2.68
"SLX-10722_SLX-11823.D701_D506","8",64000001,64500000,0.946,0.989,2,0.05,1.56,-0.160000000000002
"SLX-10722_SLX-11823.D701_D506","8",64500001,65000000,0.938,0.989,2,0.05,1.56,-0.480000000000002
"SLX-10722_SLX-11823.D701_D506","8",65000001,65500000,0.966,0.989,2,0.05,1.56,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","8",65500001,66000000,0.986,0.989,2,0.05,1.56,1.44
"SLX-10722_SLX-11823.D701_D506","8",66000001,66500000,0.903,0.989,2,0.05,1.56,-1.88
"SLX-10722_SLX-11823.D701_D506","8",66500001,67000000,1.055,0.989,2,0.05,1.56,4.2
"SLX-10722_SLX-11823.D701_D506","8",67000001,67500000,0.959,0.989,2,0.05,1.56,0.359999999999999
"SLX-10722_SLX-11823.D701_D506","8",67500001,68000000,1.051,0.989,2,0.05,1.56,4.04
"SLX-10722_SLX-11823.D701_D506","8",68000001,68500000,1.025,0.989,2,0.05,1.56,3
"SLX-10722_SLX-11823.D701_D506","8",68500001,69000000,0.966,0.989,2,0.05,1.56,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","8",69000001,69500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",69500001,70000000,0.947,0.989,2,0.05,1.56,-0.120000000000002
"SLX-10722_SLX-11823.D701_D506","8",70000001,70500000,0.966,0.989,2,0.05,1.56,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","8",70500001,71000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",71000001,71500000,1.084,0.989,2,0.05,1.56,5.36
"SLX-10722_SLX-11823.D701_D506","8",71500001,72000000,0.977,0.989,2,0.05,1.56,1.08
"SLX-10722_SLX-11823.D701_D506","8",72000001,72500000,0.931,0.989,2,0.05,1.56,-0.759999999999998
"SLX-10722_SLX-11823.D701_D506","8",72500001,73000000,0.965,0.989,2,0.05,1.56,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","8",73000001,73500000,0.945,0.989,2,0.05,1.56,-0.200000000000002
"SLX-10722_SLX-11823.D701_D506","8",73500001,74000000,0.911,0.989,2,0.05,1.56,-1.56
"SLX-10722_SLX-11823.D701_D506","8",74000001,74500000,1.043,0.989,2,0.05,1.56,3.72
"SLX-10722_SLX-11823.D701_D506","8",74500001,75000000,1.082,0.989,2,0.05,1.56,5.28
"SLX-10722_SLX-11823.D701_D506","8",75000001,75500000,0.909,0.989,2,0.05,1.56,-1.64
"SLX-10722_SLX-11823.D701_D506","8",75500001,76000000,0.966,0.989,2,0.05,1.56,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","8",76000001,76500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",76500001,77000000,1.014,0.989,2,0.05,1.56,2.56
"SLX-10722_SLX-11823.D701_D506","8",77000001,77500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",77500001,78000000,0.996,0.989,2,0.05,1.56,1.84
"SLX-10722_SLX-11823.D701_D506","8",78000001,78500000,1.003,0.989,2,0.05,1.56,2.12
"SLX-10722_SLX-11823.D701_D506","8",78500001,79000000,1.015,0.989,2,0.05,1.56,2.6
"SLX-10722_SLX-11823.D701_D506","8",79000001,79500000,1.025,0.989,2,0.05,1.56,3
"SLX-10722_SLX-11823.D701_D506","8",79500001,80000000,1.056,0.989,2,0.05,1.56,4.24
"SLX-10722_SLX-11823.D701_D506","8",80000001,80500000,0.97,0.989,2,0.05,1.56,0.799999999999999
"SLX-10722_SLX-11823.D701_D506","8",80500001,81000000,1.053,0.989,2,0.05,1.56,4.12
"SLX-10722_SLX-11823.D701_D506","8",81000001,81500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",81500001,82000000,0.997,0.989,2,0.05,1.56,1.88
"SLX-10722_SLX-11823.D701_D506","8",82000001,82500000,1.138,0.989,2,0.05,1.56,7.52
"SLX-10722_SLX-11823.D701_D506","8",82500001,83000000,1.042,0.989,2,0.05,1.56,3.68
"SLX-10722_SLX-11823.D701_D506","8",83000001,83500000,0.992,0.989,2,0.05,1.56,1.68
"SLX-10722_SLX-11823.D701_D506","8",83500001,84000000,1.02,0.989,2,0.05,1.56,2.8
"SLX-10722_SLX-11823.D701_D506","8",84000001,84500000,0.968,0.989,2,0.05,1.56,0.719999999999999
"SLX-10722_SLX-11823.D701_D506","8",84500001,85000000,0.994,0.989,2,0.05,1.56,1.76
"SLX-10722_SLX-11823.D701_D506","8",85000001,85500000,0.991,0.989,2,0.05,1.56,1.64
"SLX-10722_SLX-11823.D701_D506","8",85500001,86000000,0.949,0.989,2,0.05,1.56,-0.0400000000000018
"SLX-10722_SLX-11823.D701_D506","8",86000001,86500000,1.046,0.989,2,0.05,1.56,3.84
"SLX-10722_SLX-11823.D701_D506","8",86500001,87000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",87000001,87500000,1.055,0.989,2,0.05,1.56,4.2
"SLX-10722_SLX-11823.D701_D506","8",87500001,88000000,0.98,0.989,2,0.05,1.56,1.2
"SLX-10722_SLX-11823.D701_D506","8",88000001,88500000,0.962,0.989,2,0.05,1.56,0.479999999999999
"SLX-10722_SLX-11823.D701_D506","8",88500001,89000000,0.941,0.989,2,0.05,1.56,-0.360000000000002
"SLX-10722_SLX-11823.D701_D506","8",89000001,89500000,0.987,0.989,2,0.05,1.56,1.48
"SLX-10722_SLX-11823.D701_D506","8",89500001,90000000,0.977,0.989,2,0.05,1.56,1.08
"SLX-10722_SLX-11823.D701_D506","8",90000001,90500000,0.986,0.989,2,0.05,1.56,1.44
"SLX-10722_SLX-11823.D701_D506","8",90500001,91000000,1.036,0.989,2,0.05,1.56,3.44
"SLX-10722_SLX-11823.D701_D506","8",91000001,91500000,0.939,0.989,2,0.05,1.56,-0.440000000000002
"SLX-10722_SLX-11823.D701_D506","8",91500001,92000000,0.98,0.989,2,0.05,1.56,1.2
"SLX-10722_SLX-11823.D701_D506","8",92000001,92500000,1.005,0.989,2,0.05,1.56,2.2
"SLX-10722_SLX-11823.D701_D506","8",92500001,93000000,0.869,0.989,2,0.05,1.56,-3.24
"SLX-10722_SLX-11823.D701_D506","8",93000001,93500000,0.941,0.989,2,0.05,1.56,-0.360000000000002
"SLX-10722_SLX-11823.D701_D506","8",93500001,94000000,1.021,0.989,2,0.05,1.56,2.84
"SLX-10722_SLX-11823.D701_D506","8",94000001,94500000,0.96,0.989,2,0.05,1.56,0.399999999999999
"SLX-10722_SLX-11823.D701_D506","8",94500001,95000000,0.994,0.989,2,0.05,1.56,1.76
"SLX-10722_SLX-11823.D701_D506","8",95000001,95500000,1.025,0.989,2,0.05,1.56,3
"SLX-10722_SLX-11823.D701_D506","8",95500001,96000000,1.068,0.989,2,0.05,1.56,4.72
"SLX-10722_SLX-11823.D701_D506","8",96000001,96500000,1,0.989,2,0.05,1.56,2
"SLX-10722_SLX-11823.D701_D506","8",96500001,97000000,0.941,0.989,2,0.05,1.56,-0.360000000000002
"SLX-10722_SLX-11823.D701_D506","8",97000001,97500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",97500001,98000000,1.029,0.989,2,0.05,1.56,3.16
"SLX-10722_SLX-11823.D701_D506","8",98000001,98500000,0.907,0.989,2,0.05,1.56,-1.72
"SLX-10722_SLX-11823.D701_D506","8",98500001,99000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",99000001,99500000,1.013,0.989,2,0.05,1.56,2.52
"SLX-10722_SLX-11823.D701_D506","8",99500001,100000000,1.05,0.989,2,0.05,1.56,4
"SLX-10722_SLX-11823.D701_D506","8",100000001,100500000,1.161,0.989,2,0.05,1.56,8.44
"SLX-10722_SLX-11823.D701_D506","8",100500001,101000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",101000001,101500000,1.072,0.989,2,0.05,1.56,4.88
"SLX-10722_SLX-11823.D701_D506","8",101500001,102000000,1.081,0.989,2,0.05,1.56,5.24
"SLX-10722_SLX-11823.D701_D506","8",102000001,102500000,1.109,0.989,2,0.05,1.56,6.36
"SLX-10722_SLX-11823.D701_D506","8",102500001,103000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",103000001,103500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",103500001,104000000,1.073,0.989,2,0.05,1.56,4.92
"SLX-10722_SLX-11823.D701_D506","8",104000001,104500000,1.043,0.989,2,0.05,1.56,3.72
"SLX-10722_SLX-11823.D701_D506","8",104500001,105000000,1.086,0.989,2,0.05,1.56,5.44
"SLX-10722_SLX-11823.D701_D506","8",105000001,105500000,0.939,0.989,2,0.05,1.56,-0.440000000000002
"SLX-10722_SLX-11823.D701_D506","8",105500001,106000000,0.949,0.989,2,0.05,1.56,-0.0400000000000018
"SLX-10722_SLX-11823.D701_D506","8",106000001,106500000,0.987,0.989,2,0.05,1.56,1.48
"SLX-10722_SLX-11823.D701_D506","8",106500001,107000000,0.974,0.989,2,0.05,1.56,0.959999999999999
"SLX-10722_SLX-11823.D701_D506","8",107000001,107500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",107500001,108000000,1.041,0.989,2,0.05,1.56,3.64
"SLX-10722_SLX-11823.D701_D506","8",108000001,108500000,0.969,0.989,2,0.05,1.56,0.759999999999999
"SLX-10722_SLX-11823.D701_D506","8",108500001,109000000,0.935,0.989,2,0.05,1.56,-0.599999999999998
"SLX-10722_SLX-11823.D701_D506","8",109000001,109500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",109500001,110000000,0.984,0.989,2,0.05,1.56,1.36
"SLX-10722_SLX-11823.D701_D506","8",110000001,110500000,1.018,0.989,2,0.05,1.56,2.72
"SLX-10722_SLX-11823.D701_D506","8",110500001,111000000,1.013,0.989,2,0.05,1.56,2.52
"SLX-10722_SLX-11823.D701_D506","8",111000001,111500000,0.998,0.989,2,0.05,1.56,1.92
"SLX-10722_SLX-11823.D701_D506","8",111500001,112000000,0.97,0.989,2,0.05,1.56,0.799999999999999
"SLX-10722_SLX-11823.D701_D506","8",112000001,112500000,1.011,0.989,2,0.05,1.56,2.44
"SLX-10722_SLX-11823.D701_D506","8",112500001,113000000,0.987,0.989,2,0.05,1.56,1.48
"SLX-10722_SLX-11823.D701_D506","8",113000001,113500000,0.97,0.989,2,0.05,1.56,0.799999999999999
"SLX-10722_SLX-11823.D701_D506","8",113500001,114000000,0.955,0.989,2,0.05,1.56,0.199999999999998
"SLX-10722_SLX-11823.D701_D506","8",114000001,114500000,0.965,0.989,2,0.05,1.56,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","8",114500001,115000000,0.966,0.989,2,0.05,1.56,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","8",115000001,115500000,1.041,0.989,2,0.05,1.56,3.64
"SLX-10722_SLX-11823.D701_D506","8",115500001,116000000,1.034,0.989,2,0.05,1.56,3.36
"SLX-10722_SLX-11823.D701_D506","8",116000001,116500000,1.042,0.989,2,0.05,1.56,3.68
"SLX-10722_SLX-11823.D701_D506","8",116500001,117000000,1.13,0.989,2,0.05,1.56,7.2
"SLX-10722_SLX-11823.D701_D506","8",117000001,117500000,1.043,0.989,2,0.05,1.56,3.72
"SLX-10722_SLX-11823.D701_D506","8",117500001,118000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",118000001,118500000,0.977,0.989,2,0.05,1.56,1.08
"SLX-10722_SLX-11823.D701_D506","8",118500001,119000000,1.06,0.989,2,0.05,1.56,4.4
"SLX-10722_SLX-11823.D701_D506","8",119000001,119500000,1.094,0.989,2,0.05,1.56,5.76
"SLX-10722_SLX-11823.D701_D506","8",119500001,120000000,1.022,0.989,2,0.05,1.56,2.88
"SLX-10722_SLX-11823.D701_D506","8",120000001,120500000,0.981,0.989,2,0.05,1.56,1.24
"SLX-10722_SLX-11823.D701_D506","8",120500001,121000000,1.007,0.989,2,0.05,1.56,2.28
"SLX-10722_SLX-11823.D701_D506","8",121000001,121500000,1.064,0.989,2,0.05,1.56,4.56
"SLX-10722_SLX-11823.D701_D506","8",121500001,122000000,0.985,0.989,2,0.05,1.56,1.4
"SLX-10722_SLX-11823.D701_D506","8",122000001,122500000,1.012,0.989,2,0.05,1.56,2.48
"SLX-10722_SLX-11823.D701_D506","8",122500001,123000000,1.038,0.989,2,0.05,1.56,3.52
"SLX-10722_SLX-11823.D701_D506","8",123000001,123500000,1.015,0.989,2,0.05,1.56,2.6
"SLX-10722_SLX-11823.D701_D506","8",123500001,124000000,1.041,0.989,2,0.05,1.56,3.64
"SLX-10722_SLX-11823.D701_D506","8",124000001,124500000,1.051,0.989,2,0.05,1.56,4.04
"SLX-10722_SLX-11823.D701_D506","8",124500001,125000000,1.066,0.989,2,0.05,1.56,4.64
"SLX-10722_SLX-11823.D701_D506","8",125000001,125500000,1.017,0.989,2,0.05,1.56,2.68
"SLX-10722_SLX-11823.D701_D506","8",125500001,126000000,1.068,0.989,2,0.05,1.56,4.72
"SLX-10722_SLX-11823.D701_D506","8",126000001,126500000,1.122,0.989,2,0.05,1.56,6.88
"SLX-10722_SLX-11823.D701_D506","8",126500001,127000000,1.022,0.989,2,0.05,1.56,2.88
"SLX-10722_SLX-11823.D701_D506","8",127000001,127500000,0.987,0.989,2,0.05,1.56,1.48
"SLX-10722_SLX-11823.D701_D506","8",127500001,128000000,1.024,0.989,2,0.05,1.56,2.96
"SLX-10722_SLX-11823.D701_D506","8",128000001,128500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",128500001,129000000,1.089,0.989,2,0.05,1.56,5.56
"SLX-10722_SLX-11823.D701_D506","8",129000001,129500000,1.085,0.989,2,0.05,1.56,5.4
"SLX-10722_SLX-11823.D701_D506","8",129500001,130000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","8",130000001,130500000,0.988,0.989,2,0.05,1.56,1.52
"SLX-10722_SLX-11823.D701_D506","8",130500001,131000000,1.009,0.989,2,0.05,1.56,2.36
"SLX-10722_SLX-11823.D701_D506","8",131000001,131500000,1.122,0.989,2,0.05,1.56,6.88
"SLX-10722_SLX-11823.D701_D506","8",131500001,132000000,0.964,0.989,2,0.05,1.56,0.559999999999999
"SLX-10722_SLX-11823.D701_D506","8",132000001,132500000,0.908,0.989,2,0.05,1.56,-1.68
"SLX-10722_SLX-11823.D701_D506","8",132500001,133000000,0.936,0.989,2,0.05,1.56,-0.559999999999998
"SLX-10722_SLX-11823.D701_D506","8",133000001,133500000,0.963,0.989,2,0.05,1.56,0.519999999999999
"SLX-10722_SLX-11823.D701_D506","8",133500001,134000000,NA,NA,2,0.05,NA,NA
